seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.961330175,0.28442502,0.958060026,4.232565641,6.436380863,11561.25692,,7.725551748,11344.44338
12,60,0.991608143,0.155282974,0.860555887,3.955488205,5.962935209,11346.86165,,,
13,60,0.979873896,0.133002996,0.899622202,10.85494494,12.86744404,11626.04525,,,
14,60,0.943499088,0.253695965,0.909939051,5.626698732,7.733832836,10863.66475,,,
15,60,0.949690104,0.214972019,0.910045862,4.71074295,6.785450935,11521.69869,,,
16,60,0.933050871,0.16587615,0.901288033,6.642977953,8.643193007,11689.85541,,,
17,60,0.907896757,0.2333951,0.945825815,5.967448235,8.054565907,11355.82513,,,
18,60,0.930891037,0.188096046,0.887316942,4.194851875,6.201155901,11281.90665,,,
19,60,0.942457199,0.156895161,0.967703104,4.264382362,6.331437826,11016.61046,,,
20,60,0.977417946,0.232744932,0.884664059,6.144294024,8.23912096,11180.70889,,,
