seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.942155123,0.224097013,0.978532076,3.788709402,5.933493614,11823.13555,,7.175831199,11635.59445
12,60,0.959716082,0.191760302,1.012397051,5.496255636,7.66012907,11927.94942,,,
13,60,0.9616189,0.242817163,1.039567947,3.724671125,5.968675137,11885.19393,,,
14,60,0.927100897,0.19187212,0.940611124,4.568608999,6.62819314,11599.01552,,,
15,60,0.946239948,0.199110985,0.968948841,5.425706387,7.540006161,11628.49677,,,
16,60,0.951390028,0.206739902,1.042266846,5.327777386,7.528174162,11867.57932,,,
17,60,0.923300028,0.208013058,0.973801374,3.123969555,5.229084015,11396.16548,,,
18,60,0.992089033,0.176025867,0.946588278,5.869480848,7.984184027,11900.1285,,,
19,60,0.987543106,0.2027421,1.099984884,3.595825672,5.886095762,11217.99129,,,
20,60,0.957826138,0.183866739,0.963161945,9.295422077,11.4002769,11110.28872,,,
