seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.912963152,0.245489836,1.042053938,4.141683817,6.342190742,11823.06364,,7.453885579,11320.73544
12,60,0.933747053,0.260968208,1.019900084,7.613553524,9.828168869,11529.95013,,,
13,60,0.924215078,0.175779104,0.962382793,6.27925396,8.341630936,12798.39781,,,
14,60,0.969218969,0.19273591,1.008140802,3.922436237,6.092531919,9493.410648,,,
15,60,0.942076921,0.205118895,0.957750082,5.040225267,7.145171165,11453.18025,,,
16,60,0.981119871,0.254266024,0.965353966,6.382998228,8.583738089,12306.21132,,,
17,60,0.932220936,0.216462851,0.969451904,4.618190289,6.736325979,11477.68736,,,
18,60,0.927540064,0.25125885,1.053463936,5.23986125,7.4721241,11119.03746,,,
19,60,0.923372746,0.222865105,0.971944809,5.786969423,7.905152082,10101.18793,,,
20,60,0.924233913,0.195604801,0.963636875,4.008346319,6.091821909,11105.22784,,,
