seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.940639019,0.219809055,1.011360168,4.445688486,6.617496729,11768.96372,,8.029828382,11516.92954
12,60,0.964569807,0.209535122,0.989946127,5.344410181,7.508461237,12524.98972,,,
13,60,1.000618935,0.170539141,1.064371109,4.822491884,7.058021069,12986.02758,,,
14,60,0.955610037,0.160702944,1.017965794,3.450617313,5.584896088,11041.73635,,,
15,60,0.935178041,0.236549139,0.942609072,11.24614763,13.36048388,10685.88731,,,
16,60,0.93829298,0.260030985,1.08872509,5.348436832,7.635485888,11647.09867,,,
17,60,0.937887907,0.186087847,0.946650028,3.668680191,5.739305973,11736.09499,,,
18,60,0.922901869,0.15435195,0.96020484,5.289359331,7.326817989,11278.85331,,,
19,60,0.972094059,0.14953804,0.92079401,10.57614183,12.61856794,10236.21878,,,
20,60,0.980153799,0.201748133,0.955900908,4.710944176,6.848747015,11263.42498,,,
