seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.949224949,0.183174133,0.997986078,4.736164808,6.866549969,11796.52195,,8.03685832,11517.96965
12,60,0.939292908,0.230236769,1.021073818,6.518181801,8.708785295,11733.79468,,,
13,60,0.958429098,0.195815802,0.924824953,4.550388098,6.629457951,11811.2184,,,
14,60,0.941293001,0.198239088,0.93699193,4.387626171,6.46415019,11318.72835,,,
15,60,0.949460983,0.197801113,1.018722057,8.910229683,11.07621384,11392.85228,,,
16,60,0.931862116,0.225992918,1.01620388,5.71373105,7.887789965,11928.59889,,,
17,60,0.932003975,0.21184206,0.975256681,6.80644536,8.925548077,11254.75847,,,
18,60,0.957051992,0.19362402,1.040654182,4.095729589,6.287059784,11839.20523,,,
19,60,0.967850924,0.19011426,1.008739948,5.076797962,7.243503094,11163.91186,,,
20,60,0.984377861,0.186546087,0.949975014,8.15862608,10.27952504,10940.10642,,,
