seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.956408739,0.185010195,0.969578028,15.77740502,17.88840199,11295.48549,,15.32856221,11201.8408
12,60,0.980448008,0.133901834,0.777463913,14.29069829,16.18251204,11481.39325,,,
13,60,0.980838299,0.244626045,1.079995871,16.75271988,19.05818009,11362.87652,,,
14,60,0.972049236,0.14208293,0.775361061,11.41262865,13.30212188,11100.71186,,,
15,60,1.021109104,0.19059515,0.998525858,11.75041604,13.96064615,11227.42698,,,
16,60,1.004338264,0.149471045,0.914976835,9.147593021,11.21637917,11473.17497,,,
17,60,0.985701084,0.196266413,0.901182175,10.88931227,12.97246194,10916.69868,,,
18,60,0.954293013,0.22919488,0.904732227,9.585796833,11.67401695,11335.63505,,,
19,60,0.958242178,0.198625088,0.916805983,15.15870667,17.23237991,10875.18179,,,
20,60,0.955636978,0.245541096,0.888471603,17.70887232,19.798522,10949.82344,,,
